gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,-0.4399164931309761,0,0,-0.9109613101984924,1,0,0,1,-1,-1,1,-1,-1,1.0,0,0,-1.504314895069307,-0.9077213445645368,0
0,-0.4399164931309761,1,1,-0.8295205827584317,1,1,0,1,-1,-1,1,-1,-1,2.0,0,Credit card (automatic),-1.3132082400502028,-0.8861693368943867,0
0,-0.4399164931309761,0,0,-0.748079855318371,1,0,2,1,1,0,1,0,1,0.08,1,2,0.7158458971526335,-0.4863431966472312,1
0,-0.4399164931309761,1,0,1.5322605130033284,0,-1,1,0,0,1,0,0,1,2.0,1,1,-0.4956041159684701,0.479526461323621,0
0,2.273158691738958,0,0,1.2879383306831464,1,1,2,1,0,1,1,1,1,0.08,1,1,1.4686399382278874,2.1300528870103888,0
0,-0.4399164931309761,1,1,1.369379058123207,1,1,1,1,1,1,1,1,1,2.0,0,Credit card (automatic),0.8354952811645946,1.621606392855537,0
0,-0.4399164931309761,1,1,1.5729808767233588,1,0,1,1,0,1,1,1,1,2.0,1,Credit card (automatic),0.572931355138347,1.63969507892465,0
1,2.273158691738958,0,0,-0.5037576729981889,1,0,2,1,0,0,1,1,1,0.08,0,2,0.8371570781647607,-0.2800880567128366,0
1,-0.4399164931309761,1,0,1.6137012404433893,1,0,1,1,1,0,1,1,1,2.0,1,1,0.4848561141295422,1.5308982500309136,0
0,-0.4399164931309761,1,1,1.5729808767233588,1,0,1,1,1,1,1,0,0,2.0,0,Credit card (automatic),-0.0236537679212913,0.9748476283917384,0
1,-0.4399164931309761,1,1,0.2292088739623573,1,1,2,1,0,1,1,1,1,0.08,1,Credit card (automatic),1.2093996062019725,0.7382829096049526,0
0,-0.4399164931309761,0,0,-0.1779947632379461,1,1,2,1,1,0,1,0,1,0.08,1,2,0.8371570781647607,0.1509962154366758,1
1,2.273158691738958,1,0,-0.62591876415828,1,0,2,1,1,0,1,0,0,0.08,1,2,0.3884718881199074,-0.46320291410272,1
1,-0.4399164931309761,0,0,0.0256070553622056,0,-1,1,0,1,0,0,1,0,1.0,1,2,-0.8528904710041867,-0.4298491417411366,0
0,-0.4399164931309761,1,1,-0.3815965818380978,0,-1,1,0,0,0,0,0,0,2.0,0,0,-1.0024522010191377,-0.648479590071595,0
1,-0.4399164931309761,1,1,1.0436161483629645,1,0,0,1,-1,-1,1,-1,-1,1.0,1,2,-1.502653098069141,-0.5181748722542187,0
0,2.273158691738958,1,0,1.5322605130033284,1,1,2,1,1,0,1,1,1,2.0,1,1,1.3190782082129364,2.235077563077517,0
1,-0.4399164931309761,1,0,-1.1552834925186746,1,0,2,1,0,0,1,0,0,0.08,0,2,0.1907180451001386,-0.8775661813249307,0
1,-0.4399164931309761,1,1,0.5142514200025698,1,0,0,1,-1,-1,1,-1,-1,2.0,0,0,-1.4760643460664828,-0.5974121409862342,0
1,-0.4399164931309761,0,0,-0.9109613101984924,1,0,2,1,0,0,1,0,0,0.08,1,2,0.1741000750984774,-0.6808848093832127,1
1,-0.4399164931309761,1,1,0.1477681465222966,1,0,0,1,-1,-1,1,-1,-1,2.0,0,Credit card (automatic),-1.505976692069473,-0.6744875911392583,0
1,-0.4399164931309761,0,0,0.880734693482843,1,0,1,1,1,0,1,1,0,0.08,1,0,0.1707764810981453,0.70589974966659,0
1,-0.4399164931309761,1,1,-0.3815965818380978,1,1,1,1,1,0,1,0,0,2.0,0,0,-0.1682301069357438,-0.3834362204125841,0
0,-0.4399164931309761,1,1,0.3513699651224484,1,1,1,1,1,1,1,1,0,1.0,1,Credit card (automatic),0.4516201741262198,0.4093776543726719,0
1,2.273158691738958,0,0,-1.1145631287986442,1,0,2,1,0,0,1,0,0,0.08,1,0,0.2222921881032951,-0.8434182715261668,0
1,-0.4399164931309761,1,1,-0.2187151269579764,0,-1,1,0,1,1,0,0,1,1.0,1,Credit card (automatic),-0.62854787598176,-0.457467477056416,0
0,-0.4399164931309761,0,0,-1.2774445836787656,1,0,2,1,0,0,1,1,1,0.08,1,2,1.0332491241843629,-0.965075715027577,0
0,-0.4399164931309761,1,1,1.4100994218432374,0,-1,1,0,0,0,0,0,0,2.0,0,Credit card (automatic),-0.9658926670154828,0.1157673963484159,0
0,2.273158691738958,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,2.0,1,Credit card (automatic),0.8238627021634315,1.837788250754689,0
0,-0.4399164931309761,1,1,0.9621754209229036,1,1,0,1,-1,-1,1,-1,-1,2.0,1,Credit card (automatic),-1.3231790220511994,-0.3593032660715971,0
1,-0.4399164931309761,1,1,0.4735310562825394,1,1,0,1,-1,-1,1,-1,-1,1.0,0,2,-1.326502616051532,-0.5601759189317681,0
0,2.273158691738958,1,0,1.369379058123207,1,1,2,1,1,0,1,1,1,0.08,1,2,1.1977670272008092,1.9445114985624536,0
0,-0.4399164931309761,0,0,0.0663274190822359,1,1,1,1,1,0,1,0,0,1.0,1,0,-0.0120211889201281,-0.0858332158291703,1
0,-0.4399164931309761,1,0,1.4915401492832985,1,1,2,1,0,1,1,1,1,2.0,0,1,1.3489905542159264,2.1871204856211137,0
0,-0.4399164931309761,1,1,-1.2774445836787656,1,1,2,1,0,1,1,1,1,0.08,1,2,1.2526063282062914,-0.9621638777579152,1
0,-0.4399164931309761,0,0,0.3106496014024181,1,0,0,1,-1,-1,1,-1,-1,2.0,0,Credit card (automatic),-1.4993295040688086,-0.6410676406579098,0
1,-0.4399164931309761,1,1,-0.0965540357978854,1,1,1,1,0,0,1,0,0,0.08,1,1,-0.3427187919531868,-0.3064490077525801,0
0,-0.4399164931309761,0,0,-0.8702409464784621,1,0,1,1,0,0,1,1,1,0.08,0,0,0.1907180451001386,-0.6414867687497551,0
0,-0.4399164931309761,0,0,-0.7073594915983407,1,0,0,1,-1,-1,1,-1,-1,1.0,0,Credit card (automatic),-1.4843733310673135,-0.8739263847378531,0
1,-0.4399164931309761,0,0,-0.8702409464784621,1,0,1,1,0,1,1,1,1,0.08,1,2,0.1524967140963176,-0.6931277615397463,0
0,-0.4399164931309761,1,1,1.2879383306831464,1,0,0,1,-1,-1,1,-1,-1,1.0,0,1,-1.4943441130683104,-0.417650308331113,0
1,2.273158691738958,1,0,1.6137012404433893,1,0,1,1,1,1,1,1,0,2.0,0,1,0.3203382111130964,1.357732169979042,0
1,2.273158691738958,1,0,1.6137012404433893,1,1,2,1,1,1,1,0,0,2.0,1,1,0.94018849217506,1.9640561032663972,0
0,-0.4399164931309761,0,1,-1.2774445836787656,1,0,1,1,0,0,1,0,0,0.08,0,0,-0.4507355969639848,-0.984774735344306,0
0,-0.4399164931309761,0,1,-0.7073594915983407,1,0,1,1,1,1,1,0,0,1.0,0,Credit card (automatic),0.0278619390838584,-0.5617641938061292,0
0,-0.4399164931309761,0,0,1.125056875803025,1,1,1,1,0,1,1,1,1,1.0,0,Credit card (automatic),0.5247392421335293,1.131094169157013,0
1,-0.4399164931309761,0,0,0.9621754209229036,1,0,1,1,0,1,1,0,0,1.0,0,0,-0.4008816869590011,0.3248902548059626,0
0,-0.4399164931309761,0,0,-0.9924020376385532,1,0,0,1,-1,-1,1,-1,-1,2.0,0,0,-1.4594463760648215,-0.9360455798239766,0
0,-0.4399164931309761,0,0,-1.1960038562387048,1,0,2,1,0,1,1,0,0,0.08,0,Credit card (automatic),0.5097830691320341,-0.9113832005248692,1
0,-0.4399164931309761,1,0,0.6771328748826912,1,1,1,1,0,0,1,0,0,0.08,1,Credit card (automatic),-0.4191614539608286,0.1325545793954828,0
0,-0.4399164931309761,0,0,-1.2367242199587352,1,0,2,1,0,0,1,1,0,0.08,1,2,0.5131066631323666,-0.9429281042795414,1
0,-0.4399164931309761,0,0,-1.0738427650786138,1,0,2,1,1,1,1,0,1,0.08,1,1,1.109691786192005,-0.7570117064862711,1
1,-0.4399164931309761,0,0,1.5322605130033284,1,1,2,1,1,1,1,1,1,2.0,1,1,1.6680555782478224,2.39474330669732,0
1,-0.4399164931309761,0,0,-0.8295205827584317,1,1,2,1,1,1,1,1,1,0.08,1,0,1.6015836982411773,-0.3964291912597882,1
1,2.273158691738958,1,0,0.7992939660427822,1,0,2,1,0,1,1,1,1,1.0,1,1,1.3190782082129364,1.4108952595236293,0
0,-0.4399164931309761,1,0,1.6137012404433893,1,1,2,1,1,1,1,1,1,2.0,1,Credit card (automatic),1.624848856243503,2.576931670410492,0
0,-0.4399164931309761,0,0,0.3106496014024181,1,0,0,1,-1,-1,1,-1,-1,2.0,1,1,-1.4677553610656522,-0.6423691436799557,0
0,-0.4399164931309761,0,0,-1.2774445836787656,1,0,2,1,0,0,1,0,0,0.08,0,0,0.2040124211014678,-0.9760833422818296,1
0,2.273158691738958,0,0,-1.1960038562387048,1,0,2,1,0,1,1,1,0,0.08,1,2,0.7341256641544608,-0.9098831631435284,1
0,2.273158691738958,0,0,0.3106496014024181,1,0,2,1,0,0,1,1,1,0.08,1,2,0.8903345821700764,0.613382738235055,0
1,-0.4399164931309761,0,1,-1.2774445836787656,1,0,1,1,0,1,1,0,0,0.08,1,2,-0.4956041159684701,-0.9853703384221912,0
1,-0.4399164931309761,1,0,-0.0965540357978854,1,0,0,1,-1,-1,1,-1,-1,1.0,0,Credit card (automatic),-1.4943441130683104,-0.7529527818073483,0
1,-0.4399164931309761,1,1,-0.3815965818380978,1,0,2,1,0,0,1,1,1,0.08,1,2,1.1661928841976528,0.0211768038309097,1
1,-0.4399164931309761,1,1,-1.2774445836787656,1,1,2,1,0,0,1,0,0,0.08,1,2,0.3236618051134285,-0.9744950674074686,1
0,2.273158691738958,1,0,0.4735310562825394,1,1,2,1,0,1,1,1,1,0.08,0,2,1.3091074262119398,0.9760608939207642,0
1,-0.4399164931309761,0,0,1.3286586944031769,1,1,2,1,1,1,1,1,1,0.08,1,2,1.475287126228552,2.055006899196826,1
0,2.273158691738958,0,0,-1.0331224013585834,1,0,1,1,0,0,1,0,0,0.08,1,2,-0.5504434169739522,-0.8572053798105514,0
1,2.273158691738958,0,0,1.6137012404433893,1,1,0,1,-1,-1,1,-1,-1,2.0,1,Credit card (automatic),-1.3181936310507012,-0.2176820897743978,0
0,2.273158691738958,0,0,-0.9924020376385532,1,1,2,1,0,0,1,1,1,0.08,1,Credit card (automatic),1.17616366619865,-0.6065226621405556,0
0,-0.4399164931309761,0,0,-0.6666391278783103,1,1,1,1,0,1,1,0,1,0.08,1,Credit card (automatic),0.0145675630825296,-0.5470505918450339,1
1,2.273158691738958,1,1,1.369379058123207,1,1,2,1,0,1,1,1,1,0.08,1,Credit card (automatic),1.15456030519649,2.002483531476634,1
1,-0.4399164931309761,0,0,-1.2774445836787656,1,0,2,1,0,0,1,0,0,0.08,1,0,0.2256157821036271,-0.9757965704295144,1
1,-0.4399164931309761,0,1,-1.1960038562387048,1,0,1,1,0,1,1,0,0,0.08,0,0,-0.2945266789483693,-0.9378544484308878,0
1,-0.4399164931309761,1,0,0.8400143297628127,1,1,2,1,0,1,1,0,1,0.08,0,2,0.9684390411778844,1.2114564659250344,1
1,2.273158691738958,1,0,-0.9924020376385532,1,0,1,1,0,1,1,0,1,0.08,1,Credit card (automatic),-0.0120211889201281,-0.7507247851085916,0
1,2.273158691738958,1,0,1.4915401492832985,1,1,2,1,1,1,1,1,1,2.0,1,1,1.4503601712260603,2.2213345735396426,1
0,-0.4399164931309761,0,0,-1.1145631287986442,1,0,2,1,1,0,1,1,0,0.08,1,0,0.682609957149311,-0.8218662638560166,0
0,-0.4399164931309761,1,1,1.6137012404433893,1,1,2,1,0,1,1,1,1,2.0,0,0,1.4187860282229037,2.3353815332680727,0
0,-0.4399164931309761,1,0,-0.7888002190384014,0,-1,1,0,0,1,0,1,1,0.08,1,1,-0.532163649972125,-0.7279153931629057,1
0,-0.4399164931309761,0,0,-1.1552834925186746,1,1,2,1,0,0,1,1,0,0.08,1,2,0.6942425361504742,-0.8654555854079271,1
0,-0.4399164931309761,1,1,0.880734693482843,1,1,1,1,1,1,1,1,1,2.0,0,Credit card (automatic),0.8820255971692458,1.1831322306655947,0
1,-0.4399164931309761,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1,2.0,0,1,0.7042133181514708,1.7067776329931517,0
1,-0.4399164931309761,0,0,-0.8295205827584317,1,1,2,1,1,1,1,1,1,0.08,1,2,1.393859073220412,-0.4541585710681636,1
1,-0.4399164931309761,0,0,-1.2774445836787656,0,-1,1,0,0,0,0,0,0,0.08,1,2,-1.3165318340505352,-0.9962676688101688,1
1,2.273158691738958,0,0,-1.2774445836787656,1,0,1,1,0,0,1,0,0,0.08,0,2,-0.6501512369839195,-0.9874218601349078,0
0,-0.4399164931309761,1,0,0.880734693482843,1,1,2,1,1,1,1,1,1,1.0,0,2,1.5151702542325387,1.5926203763984466,1
1,-0.4399164931309761,1,1,1.4915401492832985,1,1,2,1,0,1,1,0,0,2.0,1,Credit card (automatic),0.4798707231290441,1.3841592991385503,0
0,-0.4399164931309761,0,0,0.6364125111626608,1,0,1,1,1,0,1,0,0,2.0,0,Credit card (automatic),-0.3078210549496983,0.1517903528738562,0
0,-0.4399164931309761,1,1,0.6364125111626608,1,1,2,1,1,0,1,1,1,1.0,1,Credit card (automatic),1.2791950802089491,1.215140381258622,1
0,-0.4399164931309761,1,0,-0.9924020376385532,1,1,2,1,0,0,1,0,1,0.08,1,2,0.8471278601657574,-0.6792303563890866,0
1,-0.4399164931309761,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,1,2.0,1,0,0.8803638001690798,1.8998853864675576,0
1,-0.4399164931309761,0,0,-1.2367242199587352,1,0,1,1,0,0,1,0,0,0.08,1,2,-0.5637377929752814,-0.966575752408918,1
1,-0.4399164931309761,1,0,1.4100994218432374,1,0,2,1,1,0,1,1,1,1.0,1,Credit card (automatic),1.2010906212011416,1.9632178470827064,0
1,-0.4399164931309761,1,1,0.0663274190822359,1,1,2,1,1,0,1,1,1,0.08,1,1,1.0947356131905095,0.4970857224346134,0
0,-0.4399164931309761,0,0,-1.1960038562387048,1,0,2,1,0,0,1,0,0,0.08,1,2,0.1691146840979788,-0.919192218657145,0
0,-0.4399164931309761,1,1,-0.9516816739185228,1,0,1,1,1,0,1,1,0,1.0,1,0,0.0278619390838584,-0.7456070105134281,0
1,-0.4399164931309761,1,1,1.5729808767233588,1,0,2,1,1,1,1,1,1,1.0,1,1,1.325725396213601,2.208187187079653,0
1,-0.4399164931309761,0,0,1.002895784642934,1,1,2,1,0,0,1,1,0,2.0,1,Credit card (automatic),0.8537750481664219,1.2999586714241569,0
1,-0.4399164931309761,0,0,1.6137012404433893,0,-1,1,0,1,1,0,1,1,2.0,1,1,-0.035286346922454,0.96245026062242,0
0,2.273158691738958,1,1,0.6364125111626608,1,0,2,1,0,1,1,1,1,0.08,1,2,1.3207400052131024,1.2285965989441816,0
1,-0.4399164931309761,0,0,-0.5851984004382496,1,0,0,1,-1,-1,1,-1,-1,1.0,0,0,-1.4843733310673135,-0.8300723507068823,0
1,-0.4399164931309761,1,1,0.4328106925625091,1,1,2,1,0,1,1,1,1,1.0,1,Credit card (automatic),1.3140928172124378,0.956736882949371,0
0,-0.4399164931309761,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,2.0,1,1,0.9468356801757248,1.943717361125273,0
1,-0.4399164931309761,1,1,0.1070477828022663,1,1,1,1,0,0,1,1,1,1.0,1,1,0.28876406810994,0.1666804298209916,0
1,-0.4399164931309761,0,0,-1.1552834925186746,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.46443176706532,-0.975134789231864,0
0,-0.4399164931309761,1,1,0.6771328748826912,1,1,0,1,-1,-1,1,-1,-1,2.0,0,0,-1.3132082400502028,-0.4727987414686517,0
0,-0.4399164931309761,1,1,1.5729808767233588,1,1,2,1,1,1,1,1,0,2.0,0,1,1.1877962451998123,2.094471117950049,0
1,-0.4399164931309761,1,1,-0.8702409464784621,1,0,2,1,0,0,1,1,1,0.08,0,2,0.85876043916692,-0.557264081662106,0
1,-0.4399164931309761,1,1,1.247217966963116,1,1,1,1,1,1,1,1,1,2.0,1,Credit card (automatic),0.8188773111629334,1.462249480461305,0
0,2.273158691738958,0,0,1.3286586944031769,1,1,2,1,1,1,1,1,0,0.08,1,1,1.0199547481830342,1.738278418001314,0
0,-0.4399164931309761,0,1,0.6771328748826912,1,0,0,1,-1,-1,1,-1,-1,2.0,0,Credit card (automatic),-1.4727407520661506,-0.5553007974424096,0
0,-0.4399164931309761,0,0,-0.1372743995179157,1,1,2,1,0,1,1,1,1,0.08,1,Credit card (automatic),1.1246479591934997,0.2867275390747858,1
0,2.273158691738958,1,0,-0.7073594915983407,1,1,2,1,0,1,1,0,0,0.08,1,2,0.6078290921418354,-0.4522173462217224,1
0,-0.4399164931309761,1,1,-1.1552834925186746,1,0,0,1,-1,-1,1,-1,-1,0.08,1,2,-1.4893587220678115,-0.970789092700626,0
0,-0.4399164931309761,1,0,1.6137012404433893,1,1,2,1,1,1,1,1,1,1.0,0,Credit card (automatic),1.475287126228552,2.429310344587929,0
0,2.273158691738958,1,0,-0.2594354906780068,1,0,2,1,0,1,1,1,0,0.08,1,Credit card (automatic),0.6959043331506402,-0.0954290431951021,0
0,2.273158691738958,1,0,0.1070477828022663,1,1,2,1,0,1,1,1,1,0.08,0,1,1.2393119522049625,0.5158582490746317,0
0,-0.4399164931309761,0,0,1.002895784642934,1,1,2,1,1,0,1,0,1,1.0,0,2,0.9950277931805424,1.4054686537028955,0
1,-0.4399164931309761,1,1,-0.1779947632379461,1,1,1,1,1,0,1,0,1,0.08,0,2,-0.0120211889201281,-0.212277543326919,0
0,-0.4399164931309761,1,0,-0.3001558543980371,1,1,0,1,-1,-1,1,-1,-1,1.0,1,0,-1.261692533045053,-0.6837304685331097,0
0,-0.4399164931309761,1,0,0.5956921474426305,1,0,1,1,0,1,1,1,0,1.0,1,Credit card (automatic),0.0428181120853536,0.3256623328698881,0
0,-0.4399164931309761,1,1,1.002895784642934,1,1,1,1,1,0,1,0,0,0.08,0,1,0.0145675630825296,0.6196696596127343,0
1,2.273158691738958,1,0,-0.6666391278783103,1,1,2,1,0,0,1,1,0,0.08,1,Credit card (automatic),0.6743009721484804,-0.3936055914831462,0
1,-0.4399164931309761,0,0,-1.1145631287986442,1,0,1,1,0,1,1,0,0,0.08,1,0,-0.2978502729487016,-0.8863237525071719,0
1,-0.4399164931309761,1,0,-0.62591876415828,1,0,2,1,0,0,1,0,0,0.08,1,1,0.1873944510998066,-0.4717398915524111,1
0,2.273158691738958,0,0,0.9621754209229036,1,1,2,1,1,1,1,1,1,1.0,1,1,1.329048990213933,1.4238661709975784,1
1,-0.4399164931309761,1,1,1.6137012404433893,1,0,0,1,-1,-1,1,-1,-1,2.0,0,1,-1.4893587220678115,-0.4237386953494974,0
0,2.273158691738958,0,0,-0.4630373092781585,1,1,2,1,0,0,1,1,1,0.08,1,2,0.9800716201790473,-0.1365697743157059,1
0,-0.4399164931309761,1,1,0.6364125111626608,0,-1,1,0,0,1,0,0,1,1.0,0,Credit card (automatic),-0.6567984249845842,-0.038383503957632,0
0,-0.4399164931309761,1,0,1.4508197855632678,1,1,2,1,1,1,1,1,1,2.0,0,1,1.666393781247656,2.4531124083300906,0
0,-0.4399164931309761,0,0,-0.0965540357978854,1,1,2,1,0,0,1,1,1,0.08,0,1,1.3838882912194153,0.4096864855982422,0
0,-0.4399164931309761,1,0,-1.1960038562387048,1,0,1,1,0,0,1,0,0,0.08,1,0,-0.6202388909809294,-0.9499429849746364,0
0,2.273158691738958,0,0,-0.748079855318371,0,-1,1,0,0,1,0,0,0,2.0,0,0,-0.8329489070021932,-0.7019073920952426,0
0,-0.4399164931309761,0,1,-1.1552834925186746,1,0,0,1,-1,-1,1,-1,-1,0.08,1,1,-1.4860351280674795,-0.9696420052913652,0
0,-0.4399164931309761,1,1,1.5729808767233588,1,1,2,1,1,1,1,0,1,2.0,1,Credit card (automatic),1.0299255301840309,2.0145058899006174,0
1,-0.4399164931309761,1,1,-0.9924020376385532,1,1,0,1,-1,-1,1,-1,-1,1.0,0,0,-1.341458789053027,-0.9173833500502336,0
1,-0.4399164931309761,1,1,1.1657772395230557,0,-1,1,0,0,1,0,0,0,0.08,0,1,-1.03568814102246,-0.0732814324470666,0
1,-0.4399164931309761,1,1,1.6137012404433893,1,1,2,1,1,1,1,0,0,2.0,0,1,0.8537750481664219,1.889407184171425,0
0,-0.4399164931309761,0,0,-1.1145631287986442,1,1,2,1,0,0,1,1,0,0.08,1,2,0.6394032351449919,-0.8199691577560853,0
0,-0.4399164931309761,0,0,0.6771328748826912,1,0,1,1,1,1,1,0,0,2.0,0,1,0.0876866310898392,0.4515772354095165,0
1,-0.4399164931309761,0,0,-0.9924020376385532,1,0,0,1,-1,-1,1,-1,-1,0.08,1,1,-1.4976677070686424,-0.9328469707019994,0
1,-0.4399164931309761,0,0,-1.1960038562387048,1,0,2,1,0,0,1,0,1,0.08,1,2,0.5180920541328647,-0.8953901549149832,0
1,-0.4399164931309761,1,1,-0.9516816739185228,1,0,0,1,-1,-1,1,-1,-1,2.0,0,0,-1.5009913010689746,-0.9202731279466406,0
1,-0.4399164931309761,1,1,1.4100994218432374,1,0,1,1,1,0,1,0,0,2.0,1,1,-0.3510277769540174,0.6860021949905659,0
1,-0.4399164931309761,0,0,0.5549717837226001,1,0,1,1,0,0,1,0,0,0.08,1,Credit card (automatic),-0.6501512369839195,-0.0962452400055376,0
0,-0.4399164931309761,1,0,1.4100994218432374,1,1,1,1,1,1,1,0,1,1.0,0,0,0.3436033691154218,1.2270083240698204,0
0,-0.4399164931309761,1,0,0.9214550572028734,1,0,0,1,-1,-1,1,-1,-1,1.0,0,2,-1.4976677070686424,-0.504387763969834,0
1,-0.4399164931309761,1,0,0.0256070553622056,1,1,1,1,1,1,1,1,0,0.08,1,1,0.2654989101076142,0.0724207279023105,0
1,-0.4399164931309761,1,1,1.2064976032430856,1,0,0,1,-1,-1,1,-1,-1,2.0,0,Credit card (automatic),-1.4860351280674795,-0.4497466964171606,0
0,-0.4399164931309761,0,1,-1.2774445836787656,1,0,1,1,0,0,1,0,0,0.08,0,0,-0.6252242819814278,-0.9870909695360826,1
1,-0.4399164931309761,1,1,0.6771328748826912,0,-1,1,0,0,0,0,0,1,0.08,1,2,-0.8495668770038544,-0.1963947945833078,0
1,-0.4399164931309761,0,0,-1.2774445836787656,1,0,1,1,0,0,1,0,0,0.08,1,2,-0.6651074099854147,-0.9876203944942028,0
1,-0.4399164931309761,1,0,-0.748079855318371,1,1,2,1,1,1,1,0,0,0.08,1,2,0.5945347161405068,-0.484556387413575,0
1,2.273158691738958,0,0,-0.5851984004382496,1,1,2,1,0,1,1,1,0,0.08,0,1,0.9684390411778844,-0.237976713169012,0
0,2.273158691738958,0,0,-1.2774445836787656,1,0,2,1,0,0,1,0,0,0.08,1,2,0.179085466098976,-0.976414232880655,1
0,-0.4399164931309761,0,0,-1.2774445836787656,1,0,2,1,0,1,1,1,0,0.08,1,Credit card (automatic),0.6909189421501416,-0.9696199459181102,1
0,-0.4399164931309761,1,0,1.6137012404433893,1,1,2,1,1,1,1,1,1,2.0,1,Credit card (automatic),1.741174646255132,2.7557449500156475,0
1,-0.4399164931309761,0,0,1.2879383306831464,1,1,2,1,0,1,1,0,1,2.0,0,Credit card (automatic),1.1462513201956597,1.88217170974378,0
1,-0.4399164931309761,1,0,1.4915401492832985,1,1,2,1,1,1,1,1,1,2.0,1,1,1.5882893222398482,2.436766412748124,0
0,-0.4399164931309761,0,0,-1.2774445836787656,1,1,0,1,-1,-1,1,-1,-1,0.08,1,2,-1.2982520670487077,-0.996025015704364,0
1,-0.4399164931309761,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,1,2.0,0,Credit card (automatic),0.8487896571659234,1.766514415767734,0
0,-0.4399164931309761,1,1,1.369379058123207,1,0,1,1,0,0,1,0,0,1.0,1,Credit card (automatic),-0.5105602889699654,0.4273119248289995,0
1,-0.4399164931309761,0,0,-1.2367242199587352,1,0,0,1,-1,-1,1,-1,-1,0.08,0,0,-1.5076384890696393,-0.985039447823366,0
0,2.273158691738958,1,0,1.5729808767233588,1,0,2,1,1,1,1,1,1,2.0,1,1,1.4935668932303794,2.479892487461679,0
1,-0.4399164931309761,0,0,-0.8702409464784621,1,0,1,1,1,0,1,1,0,1.0,1,2,-0.1167143999305941,-0.6853187434074708,0
1,-0.4399164931309761,0,1,0.5956921474426305,1,0,1,1,1,0,1,0,0,0.08,1,2,-0.3144682429503628,0.1635700581920346,0
0,-0.4399164931309761,1,0,0.1070477828022663,1,0,2,1,0,0,1,0,0,0.08,1,2,0.184070857099474,0.0587880352307111,1
1,2.273158691738958,1,0,-0.0151133083578247,1,1,2,1,1,1,1,1,1,0.08,0,1,1.3822264942192488,0.5459472341944728,1
1,-0.4399164931309761,1,1,1.125056875803025,1,1,2,1,1,0,1,1,1,0.08,1,1,1.2958130502106109,1.6265035737181506,0
1,-0.4399164931309761,0,0,-0.8702409464784621,1,0,0,1,-1,-1,1,-1,-1,1.0,0,0,-1.504314895069307,-0.9073022164726916,0
0,-0.4399164931309761,0,0,-0.1372743995179157,0,-1,1,0,1,0,0,0,0,1.0,0,Credit card (automatic),-0.8395960950028577,-0.5296678057200817,0
1,-0.4399164931309761,1,1,-0.4630373092781585,0,-1,1,0,0,0,0,0,0,0.08,1,2,-1.286619488047545,-0.7577617251769416,0
1,2.273158691738958,1,0,0.6364125111626608,1,1,2,1,0,1,1,0,1,0.08,1,Credit card (automatic),0.8737166121684152,0.9209565795297358,0
0,-0.4399164931309761,0,1,-1.1960038562387048,0,-1,1,0,1,0,0,0,0,0.08,0,0,-1.166970104035584,-0.9676346023251589,0
0,-0.4399164931309761,1,1,0.4328106925625091,1,0,1,1,1,0,1,0,0,0.08,0,0,-0.4839715369673072,-0.0502514467688303,0
1,-0.4399164931309761,0,0,-1.1145631287986442,1,1,2,1,1,1,1,1,1,0.08,0,2,1.3473287572157604,-0.7644457152732114,0
0,-0.4399164931309761,0,0,-1.2774445836787656,1,0,1,1,0,0,1,0,1,0.08,1,2,-0.3094828519498643,-0.9828996886176296,0
1,-0.4399164931309761,1,1,1.5729808767233588,1,1,1,1,0,1,1,1,1,1.0,0,2,0.6875953481498096,1.772492505919843,0
0,-0.4399164931309761,1,1,-0.9924020376385532,1,0,0,1,-1,-1,1,-1,-1,1.0,0,2,-1.4943441130683104,-0.9367514797681372,0
1,-0.4399164931309761,0,0,-0.9924020376385532,1,1,1,1,0,0,1,1,0,0.08,1,2,-0.183186279937239,-0.8147410862946466,0
1,-0.4399164931309761,0,0,-0.5037576729981889,1,1,2,1,0,1,1,1,0,0.08,1,Credit card (automatic),0.8620840331672525,-0.2214542426010055,0
0,-0.4399164931309761,1,1,0.0256070553622056,1,1,2,1,0,1,1,1,1,1.0,1,0,1.2941512532104444,0.5222334079453311,1
1,-0.4399164931309761,0,0,1.5729808767233588,1,1,2,1,1,0,1,0,0,1.0,1,Credit card (automatic),0.4748853321285456,1.4423298664120263,0
0,2.273158691738958,1,0,-0.055833672077855,1,1,2,1,0,1,1,1,0,1.0,1,2,0.8620840331672525,0.2436235237344856,0
0,2.273158691738958,1,0,0.2292088739623573,1,1,2,1,1,0,1,0,1,1.0,0,Credit card (automatic),1.0049985751815391,0.5770509504840445,0
1,-0.4399164931309761,0,0,-1.2774445836787656,1,0,2,1,0,0,1,1,1,0.08,1,2,0.7839795741594444,-0.9683846210158294,1
